PLOT_ID2	XCOORD	YCOORD	BC_91BAREA	BC_02BAREA	BE_91BAREA	BE_02BAREA	BF_91BAREA	BF_02BAREA	EH_91BAREA	EH_02BAREA	LA_91BAREA	LA_02BAREA	PB_91BAREA	PB_02BAREA	PC_91BAREA	PC_02BAREA	RM_91BAREA	RM_02BAREA	RO_91BAREA	RO_02BAREA	RP_91BAREA	RP_02BAREA	RS_91BAREA	RS_02BAREA	SM_91BAREA	SM_02BAREA	WA_91BAREA	WA_02BAREA	WP_91BAREA	WP_02BAREA	YB_91BAREA	YB_02BAREA	BAREA91_TOT	BAREA02_TOT	BOLE91_KGH	BOLE02_KGH	BRANCH91_KGH	BRANCH02_KGH	FOLIAGE91_KGH	FOLIAGE02_KGH	WOOD91_KGH	WOOD02_KGH	ALLBIO91_KGH	ALLBIO02_KGH	BC_91BOLE	BC_02BOLE	BC_91BRANC	BC_02BRANC	BC_91FOLIA	BC_02FOLIA	BC_91WOOD	BC_02WOOD	BC_91ALLBI	BC_02ALLBI	BE_91BOLE	BE_02BOLE	BE_91BRANC	BE_02BRANC	BE_91FOLIA	BE_02FOLIA	BE_91WOOD	BE_02WOOD	BE_91ALLBI	BE_02ALLBI	BF_91BOLE	BF_02BOLE	BF_91BRANC	BF_02BRANC	BF_91FOLIA	BF_02FOLIA	BF_91WOOD	BF_02WOOD	BF_91ALLBI	BF_02ALLBI	EH_91BOLE	EH_02BOLE	EH_91BRANC	EH_02BRANC	EH_91FOLIA	EH_02FOLIA	EH_91WOOD	EH_02WOOD	EH_91ALLBI	EH_02ALLBI	LA_91BOLE	LA_02BOLE	LA_91BRANC	LA_02BRANC	LA_91FOLIA	LA_02FOLIA	LA_91WOOD	LA_02WOOD	LA_91ALLBI	LA_02ALLBI	PB_91BOLE	PB_02BOLE	PB_91BRANC	PB_02BRANC	PB_91FOLIA	PB_02FOLIA	PB_91WOOD	PB_02WOOD	PB_91ALLBI	PB_02ALLBI	PC_91BOLE	PC_02BOLE	PC_91BRANC	PC_02BRANC	PC_91FOLIA	PC_02FOLIA	PC_91WOOD	PC_02WOOD	PC_91ALLBI	PC_02ALLBI	RM_91BOLE	RM_02BOLE	RM_91BRANC	RM_02BRANC	RM_91FOLIA	RM_02FOLIA	RM_91WOOD	RM_02WOOD	RM_91ALLBI	RM_02ALLBI	RO_91BOLE	RO_02BOLE	RO_91BRANC	RO_02BRANC	RO_91FOLIA	RO_02FOLIA	RO_91WOOD	RO_02WOOD	RO_91ALLBI	RO_02ALLBI	RP_91BOLE	RP_02BOLE	RP_91BRANC	RP_02BRANC	RP_91FOLIA	RP_02FOLIA	RP_91WOOD	RP_02WOOD	RP_91ALLBI	RP_02ALLBI	RS_91BOLE	RS_02BOLE	RS_91BRANC	RS_02BRANC	RS_91FOLIA	RS_02FOLIA	RS_91WOOD	RS_02WOOD	RS_91ALLBI	RS_02ALLBI	SM_91BOLE	SM_02BOLE	SM_91BRANC	SM_02BRANC	SM_91FOLIA	SM_02FOLIA	SM_91WOOD	SM_02WOOD	SM_91ALLBI	SM_02ALLBI	WA_91BOLE	WA_02BOLE	WA_91BRANC	WA_02BRANC	WA_91FOLIA	WA_02FOLIA	WA_91WOOD	WA_02WOOD	WA_91ALLBI	WA_02ALLBI	WP_91BOLE	WP_02BOLE	WP_91BRANC	WP_02BRANC	WP_91FOLIA	WP_02FOLIA	WP_91WOOD	WP_02WOOD	WP_91ALLBI	WP_02ALLBI	YB_91BOLE	YB_02BOLE	YB_91BRANC	YB_02BRANC	YB_91FOLIA	YB_02FOLIA	YB_91WOOD	YB_02WOOD	YB_91ALLBI	YB_02ALLBI	XUTM	YUTM	ELEV	SLOPE	SPR_02_TC1	SPR_02_TC2	SPR_02_TC3	SUM_02_TC1	SUM_02_TC2	SUM_02_TC3	FALL_02_TC1	FALL_02_TC2	FALL_02_TC3
19X	1079838.25	570268.625	0	0	0.65	0.71	0	0	0.18	0.24	0	0	0.1	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.05	0.04	32.96	24.74	176131.93	134241.89	59375.79	47870.42	7735.12	5995.89	235507.73	182112.31	243242.84	188108.2	0	0	0	0	0	0	0	0	0	0	0.77	0.86	0.83	0.87	0.49	0.51	0.79	0.86	0.78	0.85	0	0	0	0	0	0	0	0	0	0	0.07	0.09	0.08	0.1	0.36	0.45	0.07	0.1	0.08	0.11	0	0	0	0	0	0	0	0	0	0	0.09	0	0.04	0	0.09	0	0.08	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.04	0.03	0.02	0.04	0.03	0.05	0.04	0.05	0.04	1949695.13	2596234.75	282	7	73	124	95	95	152	102	59	120	118
1J	1073996.75	565551.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948343.13	2594390.5	835	22	62	106	92	76	129	107	51	124	128
20C	1080236	563337.5625	0	0	0.2	0.22	0	0	0.13	0.13	0	0	0.02	0	0	0	0.03	0.02	0	0	0	0	0.01	0.01	0.07	0.07	0.39	0.37	0	0	0.14	0.17	38.67	41.32	269351.57	293475.96	48896.2	54614.1	6769.93	7326.46	318247.78	348090.06	325017.71	355416.51	0	0	0	0	0	0	0	0	0	0	0.15	0.17	0.3	0.33	0.22	0.23	0.17	0.19	0.17	0.19	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.08	0.08	0.25	0.25	0.05	0.05	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.03	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.01	0	0	0	0	0.06	0.06	0.04	0.04	0.15	0.16	0.06	0.06	0.06	0.06	0.57	0.54	0.39	0.36	0.16	0.15	0.54	0.51	0.53	0.5	0	0	0	0	0	0	0	0	0	0	0.15	0.17	0.15	0.17	0.15	0.17	0.15	0.17	0.15	0.17	1950347.75	2594214	475	6	59	122	107	89	152	111	68	116	107
20D	1080226.625	563660.5625	0	0	0.4	0.42	0	0	0.1	0.11	0	0	0	0	0	0	0.02	0.03	0	0	0	0	0	0	0.25	0.24	0.1	0.1	0	0	0.12	0.1	40.36	44.79	260319.12	289777.13	61653.26	69920.58	10394.84	11375.14	321972.37	359697.71	332367.21	371072.85	0	0	0	0	0	0	0	0	0	0	0.39	0.41	0.6	0.62	0.28	0.3	0.43	0.45	0.43	0.45	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0.05	0.05	0.16	0.17	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.25	0.14	0.13	0.43	0.42	0.24	0.23	0.25	0.23	0.17	0.17	0.09	0.09	0.03	0.03	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0.12	0.11	0.1	0.08	0.08	0.07	0.12	0.1	0.12	0.1	1950320.13	2594309	465	7	72	121	94	93	156	111	75	119	107
20E	1080212	564001.5	0	0	0.26	0.28	0	0	0.07	0.08	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.53	0.52	0.01	0.01	0	0	0.12	0.11	42.89	44.32	265246.54	273892.64	52492.15	56010.08	14281.86	14586.89	317738.69	329902.72	332020.56	344489.61	0	0	0	0	0	0	0	0	0	0	0.23	0.26	0.43	0.47	0.15	0.16	0.26	0.3	0.26	0.29	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.05	0.05	0.08	0.09	0.03	0.03	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.56	0.38	0.36	0.7	0.69	0.54	0.53	0.55	0.53	0.01	0.01	0	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.15	0.14	0.14	0.12	0.07	0.06	0.15	0.14	0.15	0.13	1950289.38	2594408.75	454	7	65	121	99	94	156	109	67	121	111
20F	1080204.375	564352.4375	0	0	0.17	0.17	0	0	0.23	0.25	0	0	0	0	0	0	0.14	0.17	0	0	0	0	0	0	0.18	0.18	0	0	0	0	0.25	0.23	36.96	40.18	194497.6	208811.78	43063.63	46368.09	10124.35	10801.21	237561.23	255179.87	247685.58	265981.08	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.26	0.26	0.13	0.12	0.17	0.17	0.17	0.17	0	0	0	0	0	0	0	0	0	0	0.1	0.11	0.16	0.17	0.34	0.34	0.11	0.12	0.12	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.19	0.14	0.16	0.08	0.09	0.16	0.18	0.15	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.22	0.13	0.13	0.28	0.28	0.21	0.21	0.21	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.32	0.29	0.26	0.17	0.15	0.34	0.31	0.33	0.31	1950260	2594512	442	8	61	115	103	90	150	109	62	117	121
20G	1080199.875	564657.5625	0	0	0.02	0.01	0	0	0.57	0.52	0	0	0	0	0	0	0.16	0.25	0	0	0	0	0.11	0.11	0.03	0.03	0.04	0.02	0	0	0.07	0.06	39.59	67.39	130496.44	252744.29	33610.25	60748.25	11623.88	17423.86	164106.69	313492.54	175730.57	330916.41	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.03	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0.38	0.32	0.53	0.45	0.76	0.7	0.41	0.34	0.43	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.39	0.18	0.31	0.08	0.14	0.23	0.37	0.22	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.07	0.08	0.08	0.06	0.05	0.08	0.07	0.08	0.07	0.05	0.05	0.02	0.03	0.03	0.04	0.04	0.05	0.04	0.05	0.08	0.05	0.04	0.02	0.01	0.01	0.07	0.04	0.06	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.11	0.1	0.09	0.04	0.04	0.13	0.11	0.12	0.11	1950235.13	2594602	425	11	50	121	120	78	137	117	54	122	127
20H	1080187.125	564905	0	0	0	0	0	0	0.64	0.65	0	0	0.1	0.06	0	0	0.06	0.06	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0.02	66.02	68.98	179558.31	188268.59	50089.71	52957.11	18502.86	18974.02	229648.03	241225.7	248150.88	260199.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0.55	0.65	0.65	0.79	0.8	0.57	0.57	0.58	0.59	0	0	0	0	0	0	0	0	0	0	0.16	0.11	0.09	0.07	0.08	0.05	0.15	0.1	0.14	0.1	0	0	0	0	0	0	0	0	0	0	0.11	0.12	0.07	0.08	0.03	0.04	0.1	0.11	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.18	0.18	0.18	0.1	0.1	0.19	0.18	0.18	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.03	0	0.02	0	0.04	0	0.04	1950212.25	2594674.25	414	9	55	128	119	74	134	119	65	122	116
20J	1080273.75	565577.375	0	0	0.55	0.59	0	0	0.1	0.11	0	0	0.03	0.02	0.03	0.01	0	0	0	0	0	0	0	0	0.03	0.02	0	0	0	0	0.25	0.24	31.52	36.58	159549.32	194961.14	48141.86	59514.75	6480.13	7396.7	207691.19	254475.89	214171.32	261872.59	0	0	0	0	0	0	0	0	0	0	0.59	0.62	0.72	0.74	0.5	0.53	0.62	0.65	0.61	0.64	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.05	0.05	0.18	0.18	0.05	0.05	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.01	0.01	0.04	0.03	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0	0.02	0.01	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.01	0.01	0.03	0.03	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.29	0.19	0.18	0.23	0.22	0.27	0.26	0.27	0.26	1950185.75	2594879.75	411	8	78	135	95	102	165	107	74	132	109
20L	1080253.125	566266.0625	0	0	0.54	0.63	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0.43	0.33	32.14	37.26	200092.41	234898.97	55101.99	68497.96	6009.74	6917.45	255194.4	303396.93	261204.14	310314.38	0	0	0	0	0	0	0	0	0	0	0.5	0.6	0.66	0.75	0.53	0.61	0.53	0.63	0.53	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.01	0.01	0.04	0.05	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.38	0.32	0.24	0.42	0.33	0.44	0.34	0.44	0.34	1950126.5	2595082	416	15	82	137	93	101	164	106	82	125	101
20N	1080214.75	566954.125	0	0	0.44	0.46	0	0	0.03	0.04	0	0	0.04	0.04	0	0	0.01	0	0	0	0	0	0	0	0.31	0.3	0	0	0	0	0.17	0.16	35.85	38.46	224592.63	241734.52	55279.67	60889.48	9297.45	9977.77	279872.3	302624	289169.75	312601.77	0	0	0	0	0	0	0	0	0	0	0.43	0.46	0.64	0.66	0.3	0.31	0.47	0.5	0.47	0.49	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0.02	0.06	0.08	0.01	0.01	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.02	0.02	0.04	0.04	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.3	0.17	0.16	0.47	0.46	0.28	0.27	0.29	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.2	0.15	0.14	0.12	0.11	0.2	0.19	0.2	0.19	1950062	2595282.75	394	18	76	138	104	102	165	107	47	117	129
20P	1080275.75	567630.625	0	0	0.52	0.54	0	0	0.19	0.19	0	0	0	0	0	0	0.02	0.06	0	0	0	0	0.04	0.05	0.11	0.09	0.03	0.03	0	0	0.09	0.05	33.2	32.24	179258.37	177968.88	53773.71	54196.88	8284.8	7747.36	233032.08	232165.76	241316.88	239913.12	0	0	0	0	0	0	0	0	0	0	0.6	0.64	0.73	0.76	0.37	0.39	0.63	0.67	0.62	0.66	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.1	0.09	0.34	0.34	0.08	0.08	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.05	0.01	0.03	0.01	0.04	0.02	0.05	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.13	0.11	0.06	0.05	0.18	0.16	0.11	0.09	0.12	0.1	0.04	0.05	0.02	0.02	0.01	0.01	0.03	0.04	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0.12	0.06	0.07	0.04	0.07	0.04	0.11	0.05	0.1	0.05	1950027.63	2595487.75	329	9	61	125	105	97	158	106	71	124	111
20R	1080200.75	568227.25	0	0	0.13	0.16	0	0	0.44	0.39	0	0	0	0	0	0	0.16	0.18	0	0	0	0	0	0	0.13	0.17	0.02	0.03	0	0	0.11	0.06	35.3	27.45	151437.63	124203.15	36444.63	29570.95	9330.73	7066.83	187882.26	153774.1	197212.99	160840.93	0	0	0	0	0	0	0	0	0	0	0.16	0.2	0.25	0.3	0.09	0.11	0.18	0.22	0.18	0.21	0	0	0	0	0	0	0	0	0	0	0.24	0.2	0.32	0.28	0.55	0.49	0.25	0.22	0.27	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.24	0.16	0.2	0.09	0.11	0.2	0.23	0.19	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.22	0.1	0.13	0.18	0.24	0.16	0.2	0.17	0.2	0.05	0.06	0.02	0.03	0.01	0.01	0.04	0.05	0.04	0.05	0	0	0	0	0	0	0	0	0	0	0.17	0.08	0.13	0.06	0.08	0.04	0.16	0.07	0.16	0.07	1949959.5	2595658.5	317	8	73	123	93	89	147	108	70	126	117
20T	1080198.25	568962.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1949901.88	2595875.75	305	5	62	131	113	95	158	108	62	113	109
20V	1080185.625	569611.9375	0	0	0.44	0.45	0	0	0.28	0.29	0	0	0.06	0.07	0	0	0.07	0.03	0	0	0	0	0.01	0	0.09	0.12	0	0	0	0	0.04	0.02	43.17	48.32	215531.39	247688.76	66456.5	75914.33	11784.59	13359.96	281987.89	323603.09	293772.48	336963.05	0	0	0	0	0	0	0	0	0	0	0.59	0.61	0.69	0.71	0.27	0.28	0.62	0.63	0.6	0.62	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0.15	0.15	0.46	0.45	0.13	0.13	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.03	0.03	0.05	0.06	0.05	0.06	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0.08	0.03	0.05	0.02	0.04	0.02	0.07	0.03	0.07	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.11	0.15	0.05	0.06	0.13	0.17	0.09	0.13	0.1	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.03	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0.02	1949848	2596067	284	6	75	132	97	103	171	108	72	129	120
20X	1080186	570265.125	0	0	0.34	0.26	0	0	0.22	0.27	0	0	0	0	0	0	0.14	0.18	0	0	0	0	0	0	0.12	0.17	0	0	0	0	0.17	0.11	31.37	29.39	159236.71	142480.61	41918.37	35407.72	7380.86	7243.84	201155.08	177888.33	208535.94	185132.16	0	0	0	0	0	0	0	0	0	0	0.38	0.3	0.53	0.44	0.27	0.2	0.41	0.33	0.41	0.32	0	0	0	0	0	0	0	0	0	0	0.1	0.13	0.12	0.17	0.32	0.35	0.1	0.14	0.11	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.21	0.11	0.16	0.09	0.11	0.14	0.2	0.14	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.21	0.07	0.11	0.18	0.26	0.12	0.19	0.12	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.15	0.17	0.12	0.13	0.08	0.22	0.14	0.22	0.14	1949797.63	2596260.5	271	9	80	104	72	98	159	105	69	122	115
21J	1080583.625	565613.6875	0	0	0.3	0.29	0	0	0.05	0.05	0	0	0.04	0.03	0.03	0.02	0.04	0.1	0	0	0	0	0	0	0.15	0.14	0.04	0.07	0	0	0.33	0.28	26.42	34.01	138916.92	186306.92	32827.68	42623.97	5590.65	7155.3	171744.6	228930.89	177335.25	236086.19	0	0	0	0	0	0	0	0	0	0	0.29	0.28	0.46	0.45	0.28	0.26	0.32	0.31	0.32	0.31	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.03	0.03	0.1	0.09	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.02	0.02	0.04	0.04	0.03	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.03	0.08	0.02	0.07	0.03	0.07	0.03	0.08	0.03	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.15	0.09	0.09	0.21	0.23	0.13	0.14	0.13	0.14	0.04	0.08	0.02	0.05	0.02	0.03	0.04	0.08	0.04	0.08	0	0	0	0	0	0	0	0	0	0	0.42	0.34	0.33	0.28	0.29	0.25	0.4	0.33	0.4	0.33	1950274	2594914.25	397	12	79	129	93	99	161	109	87	139	106
21L	1080583.125	566298.0625	0	0	0.3	0.3	0	0	0.07	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0.6	0	0	0	0	0.03	0.03	38.64	43.74	227127.63	263595.56	47130	53883.19	12828.55	15032.27	274257.63	317478.75	287086.18	332511.02	0	0	0	0	0	0	0	0	0	0	0.29	0.28	0.51	0.5	0.17	0.16	0.32	0.32	0.32	0.31	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.05	0.05	0.08	0.08	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.66	0.41	0.42	0.73	0.75	0.6	0.62	0.61	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.04	0.03	0.02	0.02	0.04	0.04	0.04	0.04	1950221	2595116.75	390	15	82	138	94	103	164	109	72	124	110
21N	1080521.875	566967.3125	0	0	0.41	0.43	0	0	0.06	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.37	0	0	0	0	0.12	0.11	36.53	42.77	220021.6	257271.06	52533.57	63737.07	10708.99	12451.76	272555.16	321008.13	283264.15	333459.89	0	0	0	0	0	0	0	0	0	0	0.4	0.43	0.61	0.64	0.25	0.27	0.44	0.48	0.43	0.47	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.04	0.05	0.11	0.14	0.02	0.03	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.4	0.24	0.21	0.56	0.53	0.39	0.36	0.4	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.14	0.12	0.1	0.08	0.07	0.15	0.13	0.14	0.13	1950151.25	2595310.25	364	21	78	140	99	104	171	106	50	114	121
21P	1080511.875	567623.5	0	0	0.15	0.15	0	0	0.54	0.56	0	0	0.03	0.03	0	0	0.08	0	0	0	0	0	0.08	0	0	0.09	0.01	0.02	0	0	0.1	0.14	38.6	39.52	143271.8	158035.65	40163.89	40746.71	9806.26	11028.36	183435.69	198782.36	193241.96	209810.71	0	0	0	0	0	0	0	0	0	0	0.23	0.21	0.3	0.29	0.11	0.1	0.24	0.22	0.24	0.22	0	0	0	0	0	0	0	0	0	0	0.34	0.33	0.39	0.41	0.7	0.64	0.35	0.35	0.37	0.36	0	0	0	0	0	0	0	0	0	0	0.04	0.03	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.12	0	0.08	0	0.05	0	0.12	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.06	0	0.04	0	0.06	0	0.06	0	0	0.15	0	0.08	0	0.13	0	0.13	0	0.13	0.02	0.04	0.01	0.02	0	0.01	0.02	0.03	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0.18	0.24	0.12	0.17	0.07	0.09	0.17	0.23	0.17	0.22	1950097.5	2595503.75	319	7	65	127	105	82	142	112	59	125	120
